Original Domain,Typo Variant,Squatting Type,Category,Toxic Score,Spam Score,Formality Score,Scraped Content
paloaltonetworks.com,paloaltonetworks.hu,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloalotnetworks.com,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
paloaltonetworks.com,paloaltonetworls.com,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloatlonetworks.com,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloaltonetworks.ru,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetwroks.com,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
paloaltonetworks.com,paloaltonetworks.ro,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,pauloaltonetworks.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.user.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaItonetworks.com,keyboard,Ad parking,0.00,0.84,1.00,Rick roll but a different link so they can't memorize it - YouTube Informacje Centrum prasowe Prawa autorskie Skontaktuj się z nami Twórcy Reklamy Deweloperzy Warunki Prywatność Zasady i bezpieczeństwo Jak działa YouTube Przetestuj nowe funkcje © 2025 Google LLC
paloaltonetworks.com,paloaltonetworks.at,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
paloaltonetworks.com,palaoltonetworks.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.cz,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetwors.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.in,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.www.com,keyboard,No content,0.00,0.52,0.97,paloaltonetworks.www.com paloaltonetworks.www.com Coming soon.
paloaltonetworks.com,paloaltonetworks.metrics.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.kz,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloaltonetworks.download.com,keyboard,Other,0.00,0.93,0.99,ok
paloaltonetworks.com,paloaltonetworks.events,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloạltonetworks.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetoworks.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.forums.com,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
paloaltonetworks.com,paloaltonetworks.space,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.info.com,keyboard,Other,0.00,0.93,1.00,Just a moment... Enable JavaScript and cookies to continue
paloaltonetworks.com,paoaltonetworks.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.ca,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.si,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloaltonetworks.bh,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
paloaltonetworks.com,paloaltonetworks.partners.com,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
paloaltonetworks.com,paloaltonetworks.tracking.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.analytics.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.lv,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloaltonetworks.lt,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloaltonetworks.wiki.com,keyboard,Ad parking,0.00,0.71,0.84,"Wiki.com Search 1000s 
of wikis or start your own wiki free. all wikis wikipedia only people's wikis only encyclopedias only add a wiki search 
          within your own wiki contact 
          wiki.com 2025 
        © Wiki.com. All rights reserved."
paloaltonetworks.com,paloaltonetworks.shop.com,keyboard,Ad parking,0.00,0.91,1.00,﻿ Just a moment... Connecting to SHOP.COM Uh Oh! Sorry your IP address is blocked PL RayID: 93b1f997ff481df9 - IP: 2a02:a311:43ff:3100:b950:ab2f:a370:f110
paloaltonetworks.com,paloaltonetworks.test.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.tech,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.au,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloalonetworks.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.docs.com,keyboard,Other,0.02,0.93,0.98,ot found
paloaltonetworks.com,paloaltonetworks.start.com,keyboard,Other,0.00,0.81,0.99,"Your request has been blocked. This could be
                        due to several reasons. Skip
                                                                to main content Microsoft Microsoft 365 Teams Copilot Windows Surface Xbox Deals Small Business Support More All
                                                                                                                                                Microsoft Office Windows Surface Xbox Deals Support Software Windows
                                                                                                                                                                        Apps OneDrive Outlook Skype OneNote Microsoft
                                                                                                                                                                        Teams Microsoft
                                                                                                                                                                        Edge PCs
                                                                                                                                                        &
                                                                                                                                                        Devices Computers Shop
                                                                                                                                                                        Xbox Accessories VR
                                                                                                                                                                        &
                                                                                                                                                                        mixed
                                                                                                                                                                        reality Phones Entertainment Xbox
                                                                                                                                                                        Game
                                                                                                                                                                        Pass
                                                                                                                                                                        Ultimate Xbox
                                                                                                                                                                        Live
                                                                                                                                                                        Gold Xbox
                                                                                                                                                                        games PC
                                                                                                                                                                        games Windows
                                                                                                                                                                        digital
                                                                                                                                                                        games Movies
                                                                                                                                                                        &
                                                                                                                                                                        TV Business Microsoft
                                                                                                                                                                        Azure Microsoft
                                                                                                                                                                        Dynamics
                                                                                                                                                                        365 Microsoft
                                                                                                                                                                        365 Microsoft
                                                                                                                                                                      "
paloaltonetworks.com,pal0altonetworks.com,visual,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.lists.com,keyboard,Authoritative,0.00,0.82,0.99,"Lists.com paloaltonetworks.lists.com was not found on our servers. Showing lists.com below. Lists.com Privacy Policy - Copyright © 2025 Digimedia.com, L.P."
paloaltonetworks.com,paloaltonetworks.app,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
paloaltonetworks.com,paloaltonetworks.old.com,keyboard,Coinciding,0.00,0.79,0.96,"Old.com Discover Information & Services for Elder-Care, Retirement & More. old.com Privacy Policy - Copyright © 2025 Digimedia.com, L.P."
paloaltonetworks.com,paloaltonetworks.app.com,keyboard,Ad parking,0.00,0.82,0.97,"Asbury Park - Home Skip to main content Home News Monmouth County Ocean County Sports Watchdog Opinion Things To Do Homeservices Obituaries Weather eNewspaper Life Archives Advertise With Us Connect With Us Crosswords Comics Newsletters For Subscribers Contributor Content Jones Road fire suspect also charged in group beating in Lacey woods Joseph Kling, accused of setting the Jones Road wildfire, is also facing charges stemming from a large fight in Lacey woods in January. Education roundup: School tax increases across Monmouth, Ocean Ocean County coffee roaster buying every bean now to avoid Trump tariff 10 ways to celebrate Cinco de Mayo at Shore restaurants, bars dining Recalls you may have missed: Items from Trader Joe's, Ninja Foodi, more nation Diddy trial live updates: Several jurors say they've seen alleged assault video Celebrities Monmouth Park season preview: A return to 'Elite Meet' format coming? HORSE RACING A summer of golf at the Shore: Catch up on the courses you can play sports More NJ patients can get early biomarker testing for cancer health Activists say Trump’s first 100 days mark setback for civil rights Politics Celebrate Cinco De Mayo in NJ with these deals local NJ group homes are failing residents. What we uncovered watchdog Cava opens its first Mediterranean-style restaurant at Jersey Shore WHAT'S GOING THERE Baby bonanza! See black bear cubs, giraffe calves at Six Flags news REAL ID rush hour? NJ opens up Tuesdays for appointments NEW JERSEY Ranking the top 50 Knicks of all time, according to GROK AI knicks Why Trump won't be at Met Gala 2025 today? news NHL Draft Lottery 2025: Rangers' odds for No.1 pick and more rangers Help Terms of Service Subscription Terms & Conditions Privacy Policy Site Map Accessibility Our Ethical Principles Responsible Disclosure Your Privacy Choices © Copyright Gannett 2025"
paloaltonetworks.com,paloaltonetworks.de,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.search.com,keyboard,Authoritative,0.00,0.74,0.98,"Search.com GPT Plus – Chat with AI, Write, Learn & Explore Clear current chat? To start a new chat, your current conversation will be discarded. Sign up or Log in to save chats. Clear chat Cancel Search.com Try advanced features for free Get Smarter responses, upload files, create images, and more by logging in. Log In Sign Up Log In Sign Up Copy Rewrite Dislike What can I help with? Unlock more with SearchGPT Plus SearchGPT Plus gives you higher limits, smarter models, and more. Upgrade Now C You've reached the guest message limit. Create a FREE account to continue searching! Create Account or login We couldn't verify your session. Please log in to continue. Create Account or login By messaging search.com, you agree to our Terms and have read our Privacy Policy | Contact Us ."
paloaltonetworks.com,paloaltonetwoks.com,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltosnetworks.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.support,keyboard,No content,0.00,0.00,0.00,
paloaltonetworks.com,paloaltonetworks.directory.com,keyboard,Crawl error,0.00,0.00,0.00,
paloaltonetworks.com,aploaltonetworks.com,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,get-fortinet.com,prefix/suffix,No content,0.00,0.00,0.00,
fortinet.com,fortinet.management.com,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
fortinet.com,fortinet.online,keyboard,No content,0.00,0.00,0.00,
fortinet.com,fortisnet.com,keyboard,Authoritative,0.00,0.93,0.93,"Site Not Configured | 404 Not Found 404 The site you were looking for couldn't be found. This domain is successfully pointed at WP Engine, but is not configured for an account on our platform. If you just signed up, we're still likely creating your account. Did you add this domain to your install ? Did you point DNS to the correct IP address or CNAME ? If you've completed the steps above, or need more help, please contact us and we can help get your site up and running in no time. Hosted by"
fortinet.com,fortinet.sk,keyboard,Other,0.00,0.62,1.00,Senelin.sk Senelin undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined GDPR undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined 🌐 SK Senelin ☰ Senelin GDPR Senelin Kontaktujte nás undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined GDPR undefined undefined undefined undefined undefined undefined undefined undefined undefined undefined © 2023 Senelin s.r.o
fortinet.com,fortinet.live.com,keyboard,Other,0.00,0.81,0.99,"Your request has been blocked. This could be
                        due to several reasons. Skip
                                                                to main content Microsoft Microsoft 365 Teams Copilot Windows Surface Xbox Deals Small Business Support More All
                                                                                                                                                Microsoft Office Windows Surface Xbox Deals Support Software Windows
                                                                                                                                                                        Apps OneDrive Outlook Skype OneNote Microsoft
                                                                                                                                                                        Teams Microsoft
                                                                                                                                                                        Edge PCs
                                                                                                                                                        &
                                                                                                                                                        Devices Computers Shop
                                                                                                                                                                        Xbox Accessories VR
                                                                                                                                                                        &
                                                                                                                                                                        mixed
                                                                                                                                                                        reality Phones Entertainment Xbox
                                                                                                                                                                        Game
                                                                                                                                                                        Pass
                                                                                                                                                                        Ultimate Xbox
                                                                                                                                                                        Live
                                                                                                                                                                        Gold Xbox
                                                                                                                                                                        games PC
                                                                                                                                                                        games Windows
                                                                                                                                                                        digital
                                                                                                                                                                        games Movies
                                                                                                                                                                        &
                                                                                                                                                                        TV Business Microsoft
                                                                                                                                                                        Azure Microsoft
                                                                                                                                                                        Dynamics
                                                                                                                                                                        365 Microsoft
                                                                                                                                                                        365 Microsoft
                                                                                                                                                                      "
fortinet.com,fortinet.hu,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fourtinet.com,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
fortinet.com,fortinet.services,keyboard,No content,0.00,0.00,0.00,
fortinet.com,fortinet.settings.com,keyboard,No content,0.00,0.00,0.00,
fortinet.com,fortinet.search.com,keyboard,Authoritative,0.00,0.74,0.98,"Search.com GPT Plus – Chat with AI, Write, Learn & Explore Clear current chat? To start a new chat, your current conversation will be discarded. Sign up or Log in to save chats. Clear chat Cancel Search.com Try advanced features for free Get Smarter responses, upload files, create images, and more by logging in. Log In Sign Up Log In Sign Up Copy Rewrite Dislike What can I help with? Unlock more with SearchGPT Plus SearchGPT Plus gives you higher limits, smarter models, and more. Upgrade Now C You've reached the guest message limit. Create a FREE account to continue searching! Create Account or login We couldn't verify your session. Please log in to continue. Create Account or login By messaging search.com, you agree to our Terms and have read our Privacy Policy | Contact Us ."
fortinet.com,fortinet.directory.com,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinet.fr,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinet.owa.com,keyboard,No content,0.00,0.00,0.00,
fortinet.com,fortinet0.com,visual,No content,0.00,0.00,0.00,
fortinet.com,fortinet.forums.com,keyboard,Authoritative,0.00,0.92,1.00,403 Forbidden Request forbidden by administrative rules.
fortinet.com,fortinett.com,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
fortinet.com,fortinet.sg,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinete.com,keyboard,Ad parking,0.00,0.94,1.00,fortinete.com Click here to enter
fortinet.com,fortinet.dk,keyboard,No content,0.00,0.00,0.00,
fortinet.com,fortinet.ng,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinte.com,keyboard,No content,0.00,0.00,0.00,
fortinet.com,cortinet.com,unknown,Authoritative,0.00,0.77,1.00,"Cortinet Cortinet Cortinet Cortinet Cortinet Cortinet Cortinet Cortinet Cortinet More Empowering Your Digital Future Empowering Your Digital Future Empowering Your Digital Future Empowering Your Digital Future Empowering Your Digital Future Empowering Your Digital Future Empowering Your Digital Future Empowering Your Digital Future Contact Us Drop us a line! Name Email* Sign up for our email list for updates, promotions, and more. Send This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply. Copyright © 2025 Cortinet - All Rights Reserved. Powered by This website uses cookies. We use cookies to analyze website traffic and optimize your website experience. By accepting our use of cookies, your data will be aggregated with all other user data. Accept"
fortinet.com,fortinet.biz,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinet.it,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,foritnet.com,keyboard,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinet-tech.com,prefix/suffix,Crawl error,0.00,0.00,0.00,
fortinet.com,fortinet.files.com,keyboard,No content,0.00,0.00,0.00,
fortinet.com,fortinet.au,keyboard,Authoritative,0.00,0.84,1.00,Registered & Protected by MarkMonitor This domain is registered and protected by Markmonitor More than half the Fortune 100 trust Markmonitor to protect their brands online. © 2025 Markmonitor Inc. All rights reserved.
fortinet.com,fortinet.mx,keyboard,Other,0.00,0.93,1.00,Just a moment... Enable JavaScript and cookies to continue
fortinet.com,fortinet.products.com,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
fortinet.com,fortinet.events.com,keyboard,Crawl error,0.05,0.89,0.99,403 Forbidden 403 Forbidden nginx
